,trades,Total return,Average Gain,Average Loss,勝率,Average gain and profit,average holding period
NSC,10,61.47,15.31,-3.2,0.5,6.059567294059758,128.9
NTRS,11,-13.1,16.51,-4.7,0.18181818181818182,-0.8441678674258561,107.3
NOC,4,71.39,43.83,-6.0,0.5,18.914226152579158,415.3333333333333
NLOK,12,4.74,22.52,-5.7,0.25,1.3523087439019932,81.7
NCLH,14,-20.64,4.62,-4.0,0.2857142857142857,-1.5360245498248695,47.888888888888886
NRG,7,204.8,66.05,-3.0,0.42857142857142855,26.59480473408356,161.57142857142858
NUE,8,18.14,6.0,-4.0,0.625,2.250000000000001,61.75
NVDA,8,1179.22,115.25,-2.69,0.625,71.01952595646664,231.16666666666666
NVR,10,68.1,15.08,-6.08,0.6,6.61720923543001,86.6
ORLY,9,20.45,11.85,-4.8,0.4444444444444444,2.598177703940674,64.71428571428571
OXY,9,-5.85,6.47,-4.0,0.3333333333333333,-0.5098044750975173,60.25
ODFL,13,56.3,26.19,-3.64,0.3076923076923077,5.534567852043594,108.3
OMC,11,-20.34,7.14,-5.25,0.2727272727272727,-1.870482242863854,78.18181818181819
OKE,6,140.9,44.81,-4.0,0.5,20.4059833682726,221.83333333333334
ORCL,7,9.16,7.8,-1.2,0.2857142857142857,1.370953837798816,182.42857142857142
OTIS,3,-13.31,0.0,-4.62,0.0,-4.624874709283,63.0
PCAR,14,-11.95,5.0,-4.0,0.35714285714285715,-0.7857142857142851,59.5
PKG,10,30.04,20.49,-3.65,0.3,3.5961046520833784,139.25
PH,13,19.63,32.36,-3.27,0.15384615384615385,2.2089444485664202,87.92307692307692
PAYX,7,34.66,6.19,-6.0,0.8571428571428571,4.448396331254982,148.16666666666666
PAYC,13,218.66,32.64,-7.44,0.5384615384615384,14.141155543964674,129.66666666666666
PYPL,5,348.12,74.73,-0.65,0.6,44.5766793198451,428.6666666666667
PNR,10,27.39,8.56,-3.18,0.5,2.691705207450581,81.55555555555556
PBCT,10,-9.22,10.0,-2.07,0.1,-0.8641920247962007,79.8
PEP,10,-9.02,5.0,-4.69,0.4,-0.813074821968276,134.1
PKI,12,30.61,15.01,-3.05,0.3333333333333333,2.97267840143235,106.63636363636364
PRGO,7,-20.19,10.0,-5.19,0.14285714285714285,-3.0193885236571383,51.333333333333336
PFE,9,-0.58,6.25,-4.8,0.4444444444444444,0.11111111111111072,107.55555555555556
PM,11,-17.15,10.0,-4.08,0.18181818181818182,-1.5229296277878925,100.1
PSX,12,-4.23,12.6,-4.15,0.25,0.0340948606931919,110.0
PNW,4,31.26,48.55,-4.0,0.25,9.136772805056728,430.0
PXD,11,-1.65,5.0,-6.0,0.5454545454545454,-4.440892098500626e-16,33.90909090909091
PNC,6,78.06,27.6,-4.0,0.5,11.799259093180256,202.0
PPG,11,-6.67,5.0,-3.65,0.36363636363636365,-0.5051038419513498,78.44444444444444
PPL,8,0.73,6.67,-3.6,0.375,0.25000000000000044,147.625
PFG,10,13.71,16.84,-4.29,0.3,2.052881732264858,96.1
PG,3,57.4,17.0,0.0,1.0,16.999005802645016,549.6666666666666
PGR,8,128.6,20.9,0.0,0.625,13.065482210213768,151.75
PLD,9,6.77,11.01,-4.0,0.3333333333333333,1.0027148460875135,153.11111111111111
PRU,10,-2.7,18.13,-4.22,0.2,0.24664234013654918,103.22222222222223
PEG,7,1.89,14.85,-4.8,0.2857142857142857,0.8139616877611635,221.71428571428572
PSA,7,17.87,7.5,-4.0,0.5714285714285714,2.571428571428573,142.85714285714286
PHM,9,65.49,21.5,-4.8,0.4444444444444444,6.887132119756819,104.5
PVH,10,21.93,12.53,-4.21,0.4,2.4831747726019517,98.0
QRVO,19,-21.78,4.68,-4.56,0.3684210526315789,-1.153439395740962,15.4
QCOM,12,83.57,16.14,-6.0,0.5833333333333334,6.91614734015797,66.27272727272727
PWR,12,60.85,23.71,-3.78,0.3333333333333333,5.3833406431173145,92.66666666666667
DGX,8,15.72,14.76,-4.8,0.375,2.5359603939910587,147.28571428571428
RL,11,-2.38,17.07,-5.84,0.2727272727272727,0.4048043516226887,75.0
RJF,11,26.91,23.66,-4.5,0.2727272727272727,3.179439105143482,111.18181818181819
RTX,7,40.33,5.83,0.0,0.8571428571428571,4.993964116736077,147.83333333333334
O,5,34.7,27.42,-6.0,0.4,7.36968879866376,224.8
REG,8,-3.19,8.17,-3.05,0.25,-0.24277329072299025,124.42857142857143
REGN,16,-11.78,5.16,-4.1,0.375,-0.630801316978421,47.875
RF,10,47.65,28.89,-4.29,0.3,5.665726201323487,113.0
RSG,4,103.3,103.3,0.0,0.25,25.825624027428862,437.25
RMD,11,37.69,12.37,-4.0,0.45454545454545453,3.4431481965847075,108.27272727272727
RHI,9,21.84,14.5,-3.13,0.3333333333333333,2.74511905820175,83.5
ROK,12,15.54,17.75,-3.46,0.25,1.8381062233792242,104.0
ROL,9,73.97,37.04,-5.13,0.3333333333333333,8.927605874793795,161.625
ROP,7,34.45,13.58,-6.0,0.5714285714285714,5.187867693164956,186.2
ROST,10,40.64,14.92,-0.86,0.3,3.8752756350711604,90.88888888888889
RCL,10,41.56,12.25,-3.6,0.5,4.324879485680118,83.77777777777777
SPGI,7,95.34,16.62,-3.0,0.7142857142857143,11.014947231340104,197.14285714285714
CRM,10,63.37,28.04,-2.73,0.3,6.5004604797249295,134.0
SBAC,6,69.75,57.58,-6.35,0.3333333333333333,14.962675355426136,305.0
SLB,11,-33.82,7.5,-6.0,0.18181818181818182,-3.5454545454545467,42.63636363636363
STX,11,79.15,14.14,-3.6,0.5454545454545454,6.077901540852486,74.18181818181819
SEE,10,-0.35,5.0,-4.8,0.5,0.10000000000000009,55.9
SRE,7,-4.34,7.04,-6.0,0.42857142857142855,-0.4098696432263629,154.14285714285714
NOW,13,151.3,22.57,-2.6,0.46153846153846156,9.016810900372443,69.71428571428571
SHW,8,40.78,20.22,-3.85,0.375,5.17860746438122,97.6
SPG,12,-17.03,7.5,-3.21,0.16666666666666666,-1.4264081596839164,50.916666666666664
SWKS,14,1.38,9.82,-4.84,0.35714285714285715,0.3969121261396764,49.54545454545455
SLG,10,-17.97,4.5,-4.58,0.3,-1.8544910518352344,52.111111111111114
SNA,12,-20.49,5.0,-3.17,0.16666666666666666,-1.8093148724397206,74.0
SO,9,8.04,16.71,-3.17,0.2222222222222222,1.247757807841603,101.75
LUV,10,8.82,10.7,-5.07,0.4,1.238192376039979,99.125
SWK,13,0.73,6.98,-2.81,0.3076923076923077,0.20143369301503644,98.0909090909091
SBUX,8,44.85,16.22,-1.24,0.375,5.309793421177051,79.33333333333333
STT,6,37.81,19.73,-6.0,0.5,6.8654680701982045,202.4
STE,8,58.0,48.87,-4.0,0.25,9.216678751637714,155.125
SYK,6,43.56,31.22,-3.78,0.3333333333333333,7.888927151489693,108.5
SIVB,11,166.55,32.87,-4.19,0.45454545454545453,12.654468106859404,120.0
SYF,10,5.32,9.53,-5.0,0.4,0.8132241104866185,69.88888888888889
SNPS,5,246.7,54.97,-3.0,0.6,31.78465631698719,339.25
SYY,8,53.81,26.5,-3.77,0.375,7.581379955886179,210.42857142857142
TMUS,7,88.75,46.27,-1.2,0.2857142857142857,12.363304988900776,251.0
TROW,10,45.67,17.04,-0.9,0.3,4.4811246902709225,107.77777777777777
TTWO,14,157.33,19.61,-4.0,0.5714285714285714,9.491467635047924,95.63636363636364
TPR,10,65.16,24.04,-4.47,0.4,6.936967962663513,74.625
TGT,12,45.8,18.49,-3.0,0.3333333333333333,4.164883061752887,87.16666666666667
TEL,9,37.03,15.89,-4.82,0.4444444444444444,4.38399732095557,141.375
FTI,10,-2.54,7.5,-5.07,0.4,-0.04264924213074872,32.77777777777778
TDY,10,57.98,15.56,-4.32,0.5,5.620845360101882,30.666666666666668
TFX,6,93.61,34.67,-4.0,0.5,15.33722517575057,262.0
TXN,10,62.75,30.91,-3.49,0.3,6.831749232268077,156.75
TXT,8,-1.45,21.02,-6.17,0.25,0.6273610087176609,157.0
BK,10,-9.84,4.96,-3.45,0.3,-0.9246067747748763,70.625
CLX,7,75.76,26.53,-1.5,0.42857142857142855,10.514288629346392,205.71428571428572
COO,5,69.35,24.03,-3.35,0.6,13.0775684021985,360.0
HSY,10,-3.41,8.31,-5.7,0.4,-0.09252707751202172,117.1
MOS,16,-26.44,5.15,-4.91,0.3125,-1.7642784091277477,27.142857142857142
TRV,8,6.98,6.57,-4.5,0.5,1.0334035786411682,137.625
DIS,8,32.27,8.83,-4.43,0.625,3.858608835904338,105.0
TMO,6,121.97,64.02,-4.5,0.3333333333333333,18.341129037341172,275.8333333333333
TIF,6,69.71,47.77,-6.0,0.3333333333333333,11.922527402584517,221.33333333333334
TJX,12,-1.31,6.39,-3.14,0.3333333333333333,0.03651499225519794,87.66666666666667
TSCO,9,47.34,16.09,-3.6,0.4444444444444444,5.148906169960514,106.22222222222223
TT,4,162.7,44.98,-6.0,0.75,32.23820647513979,127.0
TDG,6,167.84,53.93,-2.0,0.5,25.962198010268217,143.66666666666666
TFC,9,7.11,12.45,-4.39,0.3333333333333333,1.2276290321853875,174.42857142857142
TWTR,21,-52.78,3.38,-5.49,0.23809523809523808,-3.3768393339620437,21.285714285714285
TYL,13,43.83,7.59,-2.35,0.5384615384615384,3.0014534773149895,89.77777777777777
TSN,9,38.93,12.14,-2.4,0.4444444444444444,4.063417547160012,110.11111111111111
USB,7,8.57,9.39,-4.5,0.42857142857142855,1.4507271163189954,186.71428571428572
UDR,7,2.68,7.84,-2.4,0.2857142857142857,0.5253601891365021,178.28571428571428
ULTA,14,-1.93,11.49,-5.87,0.35714285714285715,0.3281258635749631,39.27272727272727
UAA,16,-18.44,13.62,-5.45,0.25,-0.6826890415299092,22.5
UA,13,-13.04,14.65,-6.92,0.3076923076923077,-0.28163376401599116,27.285714285714285
UNP,8,15.87,15.71,-5.14,0.375,2.6782621460751717,101.0
UAL,10,2.0,7.15,-4.11,0.4,0.39550808073041344,95.6
UNH,10,26.29,51.35,-6.02,0.2,5.452033949676559,159.11111111111111
UPS,12,11.36,15.84,-5.25,0.3333333333333333,1.7790981434602173,96.75
URI,16,23.31,13.46,-5.1,0.375,1.856701464601206,73.88888888888889
UHS,12,-15.83,5.0,-4.45,0.3333333333333333,-1.3035347938044235,48.111111111111114
UNM,9,13.36,13.93,-4.01,0.3333333333333333,1.9685799913229283,105.125
VLO,10,22.15,20.39,-4.31,0.3,3.1039303128584677,110.77777777777777
VAR,7,76.8,13.9,-3.0,0.7142857142857143,9.070710320022483,84.4
VTR,12,-6.87,5.0,-4.36,0.4166666666666667,-0.4614909673590102,69.27272727272727
VRSN,5,95.15,55.06,-4.0,0.4,19.62256624957164,38.25
VRSK,16,-26.57,6.45,-4.49,0.25,-1.7534206365604608,83.25
VZ,8,0.73,6.67,-3.6,0.375,0.25000000000000133,131.5
VRTX,10,21.36,35.59,-4.53,0.2,3.497122790981595,99.75
VFC,12,-1.78,13.03,-5.82,0.3333333333333333,0.4638317275972357,79.0
VIAC,3,55.25,65.16,-3.0,0.3333333333333333,19.719107061035363,37.333333333333336
V,7,45.21,95.5,-4.81,0.14285714285714285,9.518763981539742,57.6
VNO,9,-18.02,5.0,-3.0,0.1111111111111111,-2.1111111111111134,55.22222222222222
VMC,12,-2.1,7.35,-5.18,0.4166666666666667,0.0411712156127364,85.4
WRB,8,22.93,10.51,-4.5,0.5,3.0051298802533015,120.57142857142857
WAB,12,-28.5,7.63,-4.65,0.16666666666666666,-2.5998032882539146,61.6
WBA,9,-18.13,8.94,-5.14,0.2222222222222222,-2.0124702602457303,55.0
WMT,10,24.32,6.9,-4.39,0.6,2.386529436766761,119.9
WM,3,97.2,109.79,-3.0,0.3333333333333333,34.596707586920864,592.6666666666666
WAT,10,-5.12,10.73,-4.92,0.3,-0.22311449391872618,76.66666666666667
WEC,8,29.85,10.29,-3.0,0.5,3.64728647769004,161.875
WFC,10,-8.45,7.41,-6.0,0.4,-0.6359331567597346,68.4
WELL,8,11.17,20.33,-4.01,0.25,2.077766069778635,57.333333333333336
WST,10,73.32,19.28,-5.26,0.5,7.008923955946306,129.75
WDC,12,25.9,15.74,-3.75,0.3333333333333333,2.748249057749909,65.45454545454545
WU,8,16.07,15.05,-2.0,0.25,2.263014550955003,88.0
WRK,0,0.0,0.0,0.0,0.0,0.0,88.0
WY,12,-12.9,6.02,-4.5,0.3333333333333333,-0.994870333915614,68.45454545454545
WHR,10,14.39,18.53,-2.34,0.2,1.837892429095765,55.44444444444444
WMB,13,-20.59,6.67,-4.11,0.23076923076923078,-1.6217289255934555,65.0
WLTW,7,1.03,10.29,-3.6,0.2857142857142857,0.36883471816347635,179.14285714285714
WYNN,7,125.42,34.49,-4.0,0.5714285714285714,17.996107096338044,161.83333333333334
XEL,4,59.66,80.69,-4.0,0.25,17.17354929170192,436.5
XRX,12,-23.45,8.33,-5.45,0.25,-2.0068144694585563,59.45454545454545
XLNX,20,-13.39,6.78,-3.69,0.3,-0.5520312233650628,45.77777777777778
XYL,8,79.97,38.21,-6.0,0.375,10.57879310902916,201.57142857142858
YUM,8,25.18,24.27,-3.0,0.25,3.816676045287723,187.625
ZBRA,9,173.86,29.03,-3.09,0.5555555555555556,14.753357810770527,43.2
ZBH,13,-31.45,4.83,-4.15,0.15384615384615385,-2.772512817476152,54.75
ZION,9,45.59,26.44,-4.27,0.3333333333333333,5.964640947078595,141.125
ZTS,7,111.5,40.75,-3.0,0.42857142857142855,15.748273909113175,80.66666666666667
